job_title,industry,job_status,ai_impact_level,median_salary_usd,required_education,experience_required_years,job_openings_2024,projected_openings_2030,remote_work_ratio_percent,automation_risk_percent,location,gender_diversity_percent,growth_rate,risk_category
Chartered loss adjuster,Transportation,Decreasing,Moderate,132981.88,Master’s Degree,4,1073,4592,67.87,15.01,Australia,51.78,327.95899347623487,Low
Energy engineer,Healthcare,Increasing,Moderate,92669.36,Bachelor’s Degree,0,4078,5534,18.38,23.52,Canada,44.2,35.70377636096126,Low
"Engineer, communications",IT,Increasing,Moderate,76525.84,Master’s Degree,14,4418,7413,2.24,0.66,India,38.61,67.79085559076505,Low
Chartered accountant,Transportation,Increasing,High,143531.98,Master’s Degree,19,4005,2112,23.45,96.94,Australia,31.61,-47.265917602996254,High
Medical secretary,Manufacturing,Decreasing,Low,119385.28,Associate Degree,9,2501,6571,75.29,28.49,Germany,63.05,162.73490603758495,Low
Soil scientist,Transportation,Decreasing,Low,123826.27,Master’s Degree,19,6863,3118,6.14,59.27,China,25.05,-54.56797318956724,Medium
Musician,Transportation,Decreasing,Low,128072.48,High School,11,7826,2399,92.09,83.78,Germany,71.55,-69.34577050856122,High
Sport and exercise psychologist,Education,Decreasing,Moderate,86459.11,PhD,19,5903,9215,45.4,13.51,Germany,27.14,56.10706420464171,Low
Waste management officer,Finance,Increasing,Moderate,87122.28,High School,8,1023,5796,43.34,99.06,Brazil,62.99,466.5689149560118,High
"Engineer, manufacturing systems",Education,Decreasing,High,131026.53,High School,18,8432,4423,14.35,72.23,Australia,79.5,-47.54506641366224,High
Technical brewer,IT,Decreasing,Moderate,142023.71,Bachelor’s Degree,1,231,8195,32.47,36.17,Canada,33.36,3447.6190476190473,Low
"Scientist, research (maths)",Education,Increasing,Moderate,35072.98,High School,11,9928,2433,3.29,52.27,Canada,56.55,-75.49355358581789,Medium
"Psychologist, educational",Healthcare,Decreasing,High,81877.9,Bachelor’s Degree,14,2033,1201,14.25,74.33,Australia,69.69,-40.924741760944414,High
Travel agency manager,Manufacturing,Decreasing,Low,139547.83,PhD,20,2207,9387,7.71,34.88,Canada,70.78,325.3285002265519,Low
"Development worker, community",Manufacturing,Decreasing,Low,88364.46,High School,2,9497,2250,10.89,16.02,UK,28.27,-76.30830788670107,Low
"Presenter, broadcasting",Education,Increasing,Moderate,33026.64,PhD,15,6547,5087,53.7,14.21,Canada,37.38,-22.30029020925615,Low
Geoscientist,Entertainment,Decreasing,Moderate,59316.98,Master’s Degree,10,1790,3067,66.64,1.61,UK,51.26,71.34078212290504,Low
Chief Technology Officer,Manufacturing,Increasing,Low,115682.92,PhD,14,2904,5121,96.27,82.6,Canada,61.3,76.34297520661157,High
Land/geomatics surveyor,Healthcare,Decreasing,High,121606.97,Associate Degree,10,7770,3546,48.34,64.09,Brazil,63.73,-54.36293436293437,Medium
Geoscientist,Retail,Decreasing,Low,75687.5,Associate Degree,15,1851,6841,37.02,6.69,Canada,73.53,269.58400864397623,Low
Cytogeneticist,Entertainment,Increasing,Low,65974.4,Associate Degree,15,728,2668,85.17,8.24,India,42.19,266.4835164835165,Low
"Administrator, sports",Healthcare,Increasing,Low,134169.79,PhD,9,3108,823,53.27,11.0,Australia,62.15,-73.51994851994851,Low
Petroleum engineer,IT,Decreasing,Low,135063.93,PhD,14,9818,2900,18.57,85.75,Germany,56.59,-70.46241597066613,High
Ecologist,Retail,Increasing,Low,119601.63,Bachelor’s Degree,15,6040,6534,8.84,40.8,India,46.57,8.178807947019868,Medium
"Teacher, early years/pre",IT,Decreasing,Low,133304.38,Master’s Degree,13,4477,1683,54.05,84.84,Brazil,49.68,-62.40786240786241,High
"Scientist, research (maths)",Entertainment,Increasing,Low,60344.28,Master’s Degree,17,8382,1937,24.7,40.26,India,56.5,-76.89095681221666,Medium
Psychiatric nurse,Education,Increasing,High,139769.51,High School,9,9468,3724,66.99,53.6,USA,25.97,-60.66751161808196,Medium
Location manager,Entertainment,Decreasing,Low,124239.22,Master’s Degree,0,1861,9276,62.74,86.52,China,44.27,398.4416980118216,High
Chartered management accountant,Entertainment,Increasing,High,75663.07,Associate Degree,13,7417,6415,36.18,69.07,Germany,30.83,-13.509505190777944,Medium
Clothing/textile technologist,Retail,Decreasing,Moderate,83348.41,PhD,6,3222,4228,18.44,21.84,Brazil,52.32,31.22284295468653,Low
"Research officer, trade union",Entertainment,Decreasing,High,76497.47,Associate Degree,12,5445,2857,47.9,71.22,Canada,70.87,-47.529843893480255,High
Automotive engineer,Finance,Decreasing,High,111420.83,Master’s Degree,0,2585,8990,19.47,73.0,China,40.06,247.77562862669248,High
Forensic psychologist,Finance,Increasing,Moderate,140889.18,High School,7,4670,6008,25.83,64.76,India,59.64,28.650963597430408,Medium
Water engineer,Retail,Decreasing,Moderate,101054.7,Master’s Degree,8,6580,1763,3.34,1.33,Brazil,41.51,-73.20668693009118,Low
Photographer,Healthcare,Increasing,Moderate,61332.83,Bachelor’s Degree,1,8139,3167,72.58,24.06,UK,38.74,-61.08858582135398,Low
Advertising account planner,Entertainment,Decreasing,High,36173.42,Associate Degree,14,1533,6767,43.62,19.55,Germany,48.23,341.42204827136334,Low
Exhibition designer,Manufacturing,Increasing,Low,74661.45,High School,7,5856,9121,67.33,8.25,UK,37.78,55.754781420765035,Low
"Engineer, civil (consulting)",Transportation,Increasing,Moderate,32076.72,High School,17,826,9009,58.85,91.38,Australia,50.25,990.677966101695,High
Curator,IT,Decreasing,High,75049.13,Bachelor’s Degree,2,7503,6436,63.31,25.0,Canada,22.78,-14.220978275356524,Low
Petroleum engineer,Finance,Increasing,Low,55950.3,High School,5,4200,6294,47.07,68.73,Germany,59.47,49.857142857142854,Medium
Agricultural engineer,Entertainment,Increasing,Low,143703.28,High School,20,7886,1954,72.11,25.19,Germany,34.42,-75.22191224955618,Low
Neurosurgeon,Finance,Increasing,Low,45460.15,High School,12,5737,121,98.29,14.38,China,64.69,-97.89088373714485,Low
"Therapist, sports",Finance,Increasing,High,82119.7,Associate Degree,5,9617,3057,17.18,81.68,China,56.7,-68.21254029323075,High
Higher education lecturer,Retail,Decreasing,Low,129464.05,Master’s Degree,2,8803,4305,93.99,2.64,Germany,20.18,-51.09621719868227,Low
"Exhibitions officer, museum/gallery",IT,Increasing,Low,64673.38,Bachelor’s Degree,3,4838,8312,46.11,88.59,Canada,53.67,71.80653162463828,High
Television/film/video producer,Finance,Decreasing,Low,104396.95,Master’s Degree,0,3499,1829,69.55,71.69,Australia,35.06,-47.72792226350386,High
Animal nutritionist,Retail,Increasing,Low,34032.12,Master’s Degree,20,1187,8823,41.06,45.42,UK,46.05,643.3024431339511,Medium
Animator,Retail,Decreasing,High,77014.54,Bachelor’s Degree,0,7492,6422,32.58,29.22,UK,69.28,-14.281900694073679,Low
Financial adviser,IT,Decreasing,Moderate,129266.62,Associate Degree,14,900,9359,66.63,89.31,UK,61.57,939.8888888888889,High
"Development worker, community",Finance,Increasing,High,121123.79,Bachelor’s Degree,16,524,9058,60.55,46.19,Canada,23.74,1628.6259541984734,Medium
"Pharmacist, community",IT,Decreasing,Low,83197.57,Master’s Degree,8,6533,665,18.08,23.98,USA,21.19,-89.82090923006277,Low
"Scientist, physiological",IT,Decreasing,Low,128838.84,Bachelor’s Degree,20,8148,3081,1.09,59.35,UK,29.82,-62.187039764359355,Medium
Proofreader,Healthcare,Decreasing,High,131698.28,Master’s Degree,4,6415,8190,57.56,77.33,UK,74.29,27.669524551831643,High
Sales promotion account executive,IT,Increasing,Low,33996.88,Bachelor’s Degree,7,4428,3997,37.41,5.79,Australia,78.58,-9.733514001806686,Low
Systems analyst,Healthcare,Decreasing,High,140601.34,High School,5,4730,5035,25.82,69.58,Brazil,35.78,6.4482029598308666,Medium
"Clinical scientist, histocompatibility and immunogenetics",Entertainment,Decreasing,High,49361.08,PhD,9,3912,2054,26.56,93.41,Australia,37.4,-47.494887525562376,High
"Optician, dispensing",Transportation,Increasing,Moderate,110278.9,Associate Degree,5,6610,1154,86.12,57.47,China,48.18,-82.54160363086233,Medium
Camera operator,Transportation,Increasing,Moderate,139632.75,Bachelor’s Degree,19,5980,1729,74.9,87.68,India,29.17,-71.08695652173913,High
Product designer,Healthcare,Increasing,High,32468.49,High School,19,1649,5992,18.63,51.5,Australia,23.54,263.37174044875684,Medium
Hydrographic surveyor,IT,Decreasing,High,139427.63,High School,18,9325,1510,4.88,1.32,USA,44.85,-83.80697050938338,Low
Tax inspector,Entertainment,Increasing,Moderate,124889.04,Associate Degree,14,4295,7631,53.71,15.44,Australia,33.69,77.67171129220023,Low
Best boy,Manufacturing,Decreasing,Low,127472.69,PhD,2,2538,381,38.09,32.62,China,71.78,-84.98817966903073,Low
Tour manager,Transportation,Increasing,High,135509.17,Bachelor’s Degree,0,1656,7998,92.07,64.89,Canada,29.1,382.9710144927536,Medium
Dentist,Entertainment,Increasing,Moderate,48425.96,High School,4,2542,9779,5.16,85.31,Germany,65.9,284.6970889063729,High
"Education officer, museum",Manufacturing,Increasing,Low,129467.82,Associate Degree,14,9463,6886,19.82,21.36,UK,60.96,-27.232378738243685,Low
Public librarian,Education,Increasing,Low,143618.75,PhD,10,3192,9535,54.51,45.92,Germany,34.08,198.71553884711778,Medium
Probation officer,Healthcare,Decreasing,Moderate,101339.93,Master’s Degree,4,6308,2585,48.3,33.93,USA,65.18,-59.02029169308815,Low
"Programme researcher, broadcasting/film/video",Healthcare,Decreasing,High,78071.81,Associate Degree,18,3988,5145,45.98,3.98,India,40.08,29.012036108324974,Low
Catering manager,Manufacturing,Decreasing,Low,72577.11,Associate Degree,17,9468,3243,22.14,65.39,Australia,62.92,-65.74778200253485,Medium
Claims inspector/assessor,Retail,Decreasing,High,75323.98,PhD,8,6781,7590,80.64,38.45,China,72.15,11.930393747234922,Low
Technical author,IT,Increasing,Moderate,107230.18,High School,7,9270,1690,29.16,78.52,Australia,24.46,-81.76914778856526,High
"Engineer, communications",Finance,Decreasing,High,40315.58,Master’s Degree,0,6228,6297,48.45,97.49,China,23.84,1.1078998073217727,High
"Designer, textile",Healthcare,Increasing,Low,65422.38,Master’s Degree,0,1862,1301,39.27,61.32,Canada,48.44,-30.128893662728252,Medium
Chief Marketing Officer,Healthcare,Increasing,High,142736.02,High School,14,5102,9772,46.38,11.79,Australia,59.06,91.5327322618581,Low
Medical illustrator,Education,Decreasing,High,87133.14,PhD,2,6608,9653,26.37,43.15,Canada,24.93,46.08050847457627,Medium
Occupational psychologist,Manufacturing,Decreasing,Low,128076.69,PhD,4,1916,9684,23.08,7.93,USA,23.9,405.4279749478079,Low
Comptroller,Healthcare,Increasing,Moderate,107470.47,PhD,13,4887,8041,66.57,3.84,Australia,21.62,64.53857172089216,Low
"Designer, multimedia",Education,Increasing,Low,121413.45,PhD,14,5464,785,25.92,12.88,Brazil,22.69,-85.63323572474377,Low
Proofreader,IT,Increasing,Low,127600.31,PhD,10,9474,2973,94.09,26.84,UK,67.78,-68.61937935402153,Low
Clinical psychologist,Transportation,Increasing,High,69967.03,PhD,3,8450,1582,57.77,73.14,Australia,30.04,-81.27810650887574,High
Database administrator,Entertainment,Increasing,High,123091.96,High School,19,3886,9446,10.37,69.62,Australia,78.85,143.07771487390633,Medium
Bonds trader,Entertainment,Increasing,Low,137217.74,Bachelor’s Degree,1,3414,4166,4.39,88.13,Canada,74.98,22.026947861745754,High
"Investment banker, corporate",Healthcare,Decreasing,Low,41453.36,Master’s Degree,19,1445,6596,63.28,80.14,Germany,59.11,356.47058823529414,High
Commercial art gallery manager,Retail,Decreasing,Moderate,130929.94,PhD,13,9572,1631,91.18,80.04,Brazil,22.72,-82.96071876305892,High
"Horticulturist, commercial",IT,Decreasing,Low,133590.35,Associate Degree,18,1368,367,90.38,60.7,Canada,63.99,-73.17251461988305,Medium
Private music teacher,Education,Decreasing,Low,136597.28,Associate Degree,12,730,8289,77.43,96.28,Brazil,45.86,1035.4794520547944,High
"Physicist, medical",Finance,Increasing,High,104342.82,Bachelor’s Degree,8,331,6996,79.91,8.57,Germany,35.6,2013.595166163142,Low
Civil Service fast streamer,Entertainment,Decreasing,Moderate,73672.93,Master’s Degree,6,3271,8250,86.55,9.8,UK,20.38,152.21644756955058,Low
Naval architect,Healthcare,Decreasing,High,83401.35,Master’s Degree,12,5585,1578,55.01,12.94,UK,58.87,-71.74574753804835,Low
Mudlogger,Entertainment,Decreasing,Low,45491.5,High School,7,9457,933,32.54,55.16,Canada,74.37,-90.13429205879243,Medium
Social worker,Retail,Increasing,Moderate,129288.97,High School,0,7530,7156,79.36,75.18,UK,35.29,-4.966799468791501,High
Legal secretary,Retail,Increasing,High,125584.29,Associate Degree,10,9703,4111,61.77,48.54,Canada,37.57,-57.63166031124395,Medium
Barrister's clerk,Transportation,Decreasing,Low,91187.71,Master’s Degree,12,5461,7698,98.85,64.45,Canada,33.91,40.96319355429409,Medium
Chartered accountant,Education,Increasing,Low,105647.0,PhD,18,223,4968,80.91,27.16,India,32.81,2127.8026905829597,Low
Homeopath,Manufacturing,Increasing,Moderate,142087.14,Master’s Degree,12,6442,2401,95.58,69.79,Germany,63.79,-62.72896615957777,Medium
Press sub,Finance,Increasing,Low,76813.18,PhD,1,3564,7046,51.2,83.52,Brazil,34.84,97.69921436588103,High
Midwife,Education,Increasing,Low,92321.65,High School,6,1230,8342,47.15,95.48,UK,29.84,578.2113821138212,High
International aid/development worker,Manufacturing,Decreasing,High,95145.49,High School,7,1004,6763,22.07,6.38,Canada,47.66,573.605577689243,Low
Diagnostic radiographer,Manufacturing,Decreasing,High,127484.61,Master’s Degree,8,1813,2747,11.84,91.64,China,75.55,51.51682294539437,High
Social worker,Finance,Increasing,Low,80985.72,High School,11,1499,6503,30.89,86.63,USA,70.76,333.82254836557706,High
Photographer,Entertainment,Decreasing,High,70859.68,Associate Degree,4,3127,2543,73.56,25.81,China,42.69,-18.676047329708986,Low
"Administrator, charities/voluntary organisations",Healthcare,Increasing,Low,147121.64,Bachelor’s Degree,4,4100,660,16.59,97.67,Germany,29.25,-83.90243902439025,High
Chartered certified accountant,Finance,Increasing,Moderate,58083.58,PhD,11,3347,599,93.81,43.13,UK,47.25,-82.10337615775322,Medium
Statistician,Finance,Decreasing,Low,101396.37,High School,10,4616,1942,18.54,77.64,Canada,48.54,-57.92894280762565,High
"Lecturer, higher education",Retail,Decreasing,Moderate,99918.58,High School,7,4902,3923,22.32,59.45,UK,76.39,-19.971440228478173,Medium
Contractor,Healthcare,Increasing,Moderate,127051.54,Bachelor’s Degree,10,4733,6132,39.51,29.88,USA,36.51,29.55841960701458,Low
Pathologist,Healthcare,Increasing,Low,98013.03,Bachelor’s Degree,12,4335,1402,95.6,3.47,Australia,40.3,-67.65859284890426,Low
"Engineer, building services",Healthcare,Increasing,Low,54301.63,Master’s Degree,9,3871,4577,22.72,3.49,Germany,33.56,18.238181348488762,Low
Banker,Transportation,Decreasing,Low,58464.41,High School,12,1506,7577,39.84,89.64,Australia,62.16,403.120849933599,High
Economist,IT,Increasing,Moderate,112970.92,High School,6,5290,6527,61.64,18.79,Australia,35.46,23.383742911153117,Low
Insurance risk surveyor,Education,Increasing,High,63326.58,High School,4,1306,9446,15.43,79.5,UK,23.4,623.2771822358346,High
Multimedia specialist,Transportation,Decreasing,High,30619.1,Associate Degree,16,4010,2133,0.36,36.39,China,70.95,-46.80798004987531,Low
Broadcast journalist,Entertainment,Decreasing,Low,131392.07,Associate Degree,6,7066,7839,90.23,75.71,UK,20.01,10.939711293518256,High
Marine scientist,Healthcare,Increasing,Moderate,83025.9,Bachelor’s Degree,5,4139,8218,8.11,83.93,Germany,58.97,98.55037448659097,High
Advertising art director,Transportation,Increasing,High,40250.1,PhD,11,7306,3968,93.8,7.91,UK,73.43,-45.68847522584177,Low
"Psychotherapist, dance movement",Retail,Increasing,Moderate,67693.57,Associate Degree,6,8500,2694,27.66,30.22,China,22.33,-68.30588235294117,Low
Financial manager,Entertainment,Decreasing,High,59322.49,Master’s Degree,1,9652,8133,84.89,9.16,Germany,46.73,-15.737670949026109,Low
Soil scientist,Education,Increasing,Moderate,34699.14,Associate Degree,19,1160,5644,65.03,39.51,Canada,49.19,386.55172413793105,Low
Production manager,Education,Increasing,High,86510.91,High School,9,3317,2400,99.13,25.9,China,75.66,-27.645462767561046,Low
"Surveyor, commercial/residential",Finance,Increasing,Moderate,94752.36,High School,10,3171,8831,45.81,84.17,Germany,65.42,178.49258908861557,High
Retail banker,Transportation,Decreasing,Low,74471.96,High School,17,6229,5411,58.52,72.03,USA,73.32,-13.132123936426392,High
Immunologist,Transportation,Increasing,Moderate,94331.51,Bachelor’s Degree,16,1289,5936,25.79,40.19,Brazil,39.51,360.5120248254461,Medium
Cabin crew,Transportation,Increasing,Moderate,103659.83,Bachelor’s Degree,7,8626,788,83.56,76.85,Australia,61.03,-90.86482726640389,High
Legal secretary,Transportation,Decreasing,High,81523.81,Bachelor’s Degree,16,4523,867,24.06,30.31,Germany,25.99,-80.83130665487508,Low
Retail buyer,Manufacturing,Increasing,Low,140086.72,High School,5,4332,2624,3.7,55.33,Australia,62.98,-39.4275161588181,Medium
Accommodation manager,Retail,Decreasing,Low,111534.42,Associate Degree,6,7946,9212,0.24,71.18,USA,75.17,15.932544676566826,High
"Surveyor, hydrographic",Finance,Increasing,High,127549.63,High School,2,1405,7985,93.8,90.46,USA,63.71,468.3274021352313,High
"Runner, broadcasting/film/video",Finance,Increasing,High,106911.33,Master’s Degree,9,972,5511,36.86,42.12,Australia,73.52,466.9753086419753,Medium
Ship broker,Healthcare,Increasing,Moderate,52791.85,High School,14,3505,8329,24.91,2.34,USA,55.05,137.63195435092726,Low
Television floor manager,IT,Increasing,Moderate,116241.54,Associate Degree,4,587,3782,93.21,19.02,Brazil,24.29,544.2930153321976,Low
"Social research officer, government",Retail,Increasing,Moderate,97720.77,PhD,7,687,4198,32.61,60.46,UK,22.39,511.06259097525475,Medium
Higher education careers adviser,IT,Decreasing,Low,121980.75,High School,1,1004,8884,64.81,31.25,China,59.25,784.8605577689243,Low
Firefighter,Entertainment,Decreasing,High,58544.04,PhD,0,4821,2001,35.19,39.98,India,44.94,-58.49408836341008,Low
"Optician, dispensing",Entertainment,Increasing,Moderate,52217.13,Bachelor’s Degree,3,7043,2837,26.92,11.92,Australia,35.97,-59.71886979980122,Low
Astronomer,IT,Increasing,High,120715.1,High School,13,6697,9682,8.54,5.01,Germany,58.44,44.57219650589816,Low
"Engineer, technical sales",Education,Decreasing,High,108913.33,PhD,13,7291,9935,40.22,13.54,Brazil,54.5,36.26388698395282,Low
Estate agent,Finance,Increasing,Moderate,120901.82,High School,1,9892,3975,26.23,68.1,Germany,46.99,-59.8160129397493,Medium
Counselling psychologist,Retail,Decreasing,Moderate,145231.97,High School,2,9335,956,79.36,27.28,India,68.62,-89.75897161221211,Low
Visual merchandiser,Transportation,Increasing,Low,57445.9,PhD,8,5154,4669,13.86,26.11,UK,30.6,-9.410166860690726,Low
Photographer,Entertainment,Increasing,High,92815.92,High School,12,8084,8511,44.74,1.98,Canada,54.0,5.282038594755072,Low
Tourism officer,IT,Decreasing,Moderate,33943.9,PhD,20,8492,1297,87.71,85.09,Canada,29.11,-84.72680169571362,High
Music tutor,Education,Decreasing,High,78568.36,PhD,4,1207,9398,32.48,32.61,UK,34.62,678.6246893123447,Low
"Buyer, retail",Transportation,Increasing,Low,104349.36,PhD,0,435,2224,52.73,21.5,China,24.92,411.264367816092,Low
"Social research officer, government",Education,Increasing,Low,86544.73,Bachelor’s Degree,0,2177,8378,96.31,32.13,China,73.38,284.8415250344511,Low
Dealer,IT,Increasing,High,51028.1,High School,8,2783,1277,3.52,28.07,Australia,51.81,-54.114265181458855,Low
Best boy,Manufacturing,Decreasing,Moderate,116275.93,PhD,2,1747,5859,71.83,50.34,USA,57.25,235.3749284487693,Medium
Tax adviser,Transportation,Increasing,Moderate,93587.09,PhD,12,5691,7798,57.34,37.62,Brazil,45.24,37.02337023370234,Low
Prison officer,Finance,Increasing,Moderate,35719.22,Associate Degree,2,1193,3403,99.69,50.1,India,68.9,185.24727577535626,Medium
Landscape architect,Healthcare,Increasing,Low,87013.7,Bachelor’s Degree,12,3922,2228,2.55,79.83,Brazil,50.38,-43.192248852626214,High
Exercise physiologist,Education,Decreasing,Low,36521.08,PhD,8,7933,7440,3.69,58.01,Canada,73.16,-6.214546829698727,Medium
"Education officer, environmental",IT,Increasing,Moderate,103650.38,Bachelor’s Degree,1,4679,4756,64.67,73.1,UK,41.08,1.6456507800812141,High
Nature conservation officer,Manufacturing,Increasing,Low,74200.22,High School,4,5447,1474,54.99,46.08,USA,63.27,-72.93923260510373,Medium
Emergency planning/management officer,Education,Increasing,Moderate,137625.53,Bachelor’s Degree,7,1473,2045,80.73,3.03,Germany,51.02,38.832315003394434,Low
Psychiatric nurse,Transportation,Increasing,High,39434.3,Bachelor’s Degree,8,5705,2465,17.64,26.95,China,45.9,-56.792287467134095,Low
Armed forces operational officer,Education,Decreasing,Moderate,109235.04,High School,14,7198,9851,44.76,31.36,USA,21.29,36.85746040566824,Low
"Engineer, mining",Healthcare,Increasing,Moderate,42525.9,Master’s Degree,8,758,4852,48.55,46.41,Germany,40.39,540.1055408970976,Medium
"Runner, broadcasting/film/video",Transportation,Decreasing,Moderate,94740.73,Master’s Degree,1,8798,6049,55.07,93.52,UK,39.34,-31.245737667651742,High
Tourism officer,Education,Increasing,Low,69782.61,High School,19,1232,1044,14.4,90.78,China,52.01,-15.259740259740258,High
Pension scheme manager,Healthcare,Decreasing,Low,110456.81,PhD,17,1688,4409,39.09,86.29,China,78.38,161.19668246445497,High
"Surveyor, planning and development",Retail,Increasing,High,56390.04,PhD,12,9641,9533,63.63,15.75,Australia,53.84,-1.1202157452546415,Low
"Embryologist, clinical",Healthcare,Increasing,Low,95840.84,Master’s Degree,18,8669,964,86.38,19.37,Australia,31.0,-88.87991694543777,Low
Clinical embryologist,Finance,Increasing,Low,122947.59,Bachelor’s Degree,19,4699,7695,49.23,77.07,USA,54.57,63.75824643541179,High
Occupational therapist,Healthcare,Decreasing,Moderate,81099.05,High School,12,1058,3013,8.72,66.49,Brazil,75.89,184.7826086956522,Medium
Press photographer,Manufacturing,Decreasing,High,98674.09,Bachelor’s Degree,6,6316,1217,2.51,2.91,Canada,60.09,-80.73147561747942,Low
Clinical research associate,Healthcare,Decreasing,Low,87083.23,Bachelor’s Degree,2,6739,1330,52.69,1.43,Germany,33.68,-80.26413414453182,Low
Sub,Healthcare,Increasing,Low,53074.36,Bachelor’s Degree,11,4567,5989,57.49,74.47,Australia,40.62,31.136413400481715,High
Barrister's clerk,IT,Increasing,Low,74702.24,Associate Degree,7,3626,432,94.88,78.02,Australia,52.7,-88.08604522890238,High
"Engineer, maintenance (IT)",Manufacturing,Increasing,Low,66576.7,High School,19,5174,8621,10.42,7.48,China,37.1,66.62156938538848,Low
Paediatric nurse,Retail,Increasing,Moderate,134734.03,Bachelor’s Degree,11,8201,2167,94.29,72.53,Canada,27.08,-73.57639312278991,High
Sports therapist,Finance,Increasing,Moderate,103666.24,Master’s Degree,5,2877,1106,13.67,83.9,Canada,67.57,-61.55717761557178,High
Ergonomist,Healthcare,Increasing,Low,111502.3,Associate Degree,17,5969,838,74.92,0.97,USA,46.94,-85.9607974535098,Low
"Scientist, forensic",Transportation,Increasing,Moderate,94747.59,Associate Degree,10,3404,3974,49.83,10.12,Canada,22.23,16.745005875440658,Low
Mining engineer,IT,Increasing,High,92451.01,Bachelor’s Degree,16,7706,116,55.7,99.95,India,24.71,-98.49467947054244,High
Sports development officer,Manufacturing,Decreasing,Low,144812.28,Master’s Degree,2,8472,3125,29.83,12.89,Germany,72.94,-63.1137865911237,Low
"Geneticist, molecular",Entertainment,Decreasing,Moderate,125827.47,PhD,15,3627,9321,38.74,43.36,Canada,72.03,156.98924731182794,Medium
"Scientist, physiological",Retail,Increasing,High,141731.12,Bachelor’s Degree,1,4676,3807,61.63,3.37,Canada,68.8,-18.58426005132592,Low
"Administrator, Civil Service",Retail,Increasing,High,116923.36,PhD,10,6502,4293,95.99,20.67,UK,35.59,-33.97416179637035,Low
"Administrator, education",Retail,Increasing,High,128108.08,Associate Degree,13,9197,7790,22.74,88.79,UK,57.39,-15.298466891377624,High
Chemical engineer,Manufacturing,Increasing,Low,118574.02,Associate Degree,6,783,3921,54.25,70.41,UK,64.37,400.7662835249042,High
Community development worker,Healthcare,Increasing,Moderate,116225.91,PhD,2,1316,2099,90.54,48.09,Australia,52.56,59.49848024316109,Medium
"Merchandiser, retail",IT,Decreasing,Moderate,98417.09,PhD,9,1887,3246,91.43,41.58,USA,70.15,72.01907790143083,Medium
Clinical molecular geneticist,IT,Decreasing,Low,57079.93,Master’s Degree,17,1063,583,31.07,73.38,Australia,56.94,-45.155221072436504,High
Town planner,Retail,Increasing,Moderate,68268.78,PhD,10,3547,9853,89.12,7.23,Australia,46.2,177.7840428531153,Low
Science writer,Entertainment,Decreasing,Moderate,51557.51,Master’s Degree,17,2543,4899,94.14,82.38,USA,40.08,92.64648053480141,High
Horticultural consultant,Healthcare,Increasing,High,145381.3,Master’s Degree,4,9918,5071,57.29,59.19,India,36.26,-48.87074006856221,Medium
Secretary/administrator,IT,Increasing,High,62036.62,Bachelor’s Degree,18,8292,6527,16.02,14.7,Canada,46.83,-21.28557645923782,Low
Theatre director,Healthcare,Increasing,High,141539.55,Associate Degree,4,6112,6377,12.3,15.74,Canada,42.94,4.335732984293194,Low
"Psychologist, occupational",Entertainment,Decreasing,High,134012.69,Master’s Degree,2,8991,1696,91.49,18.98,Canada,28.73,-81.13669224780335,Low
Scientific laboratory technician,IT,Decreasing,Moderate,37348.09,PhD,20,5425,6800,63.73,52.72,Brazil,27.16,25.34562211981567,Medium
"Education officer, museum",Healthcare,Decreasing,Low,144347.43,High School,9,1564,4907,3.5,84.89,USA,30.33,213.7468030690537,High
"Engineer, structural",Manufacturing,Increasing,Low,94572.37,Bachelor’s Degree,18,9407,7164,44.98,17.94,Brazil,35.94,-23.84394599766132,Low
Broadcast presenter,IT,Decreasing,High,100000.72,Associate Degree,19,6839,7955,37.57,80.25,India,57.42,16.318175171808743,High
Sales executive,Entertainment,Increasing,Moderate,30156.32,Master’s Degree,18,8197,6662,7.77,61.8,Australia,66.02,-18.726363303647673,Medium
Chartered management accountant,Healthcare,Increasing,Low,62231.55,Master’s Degree,15,9150,9220,26.71,2.26,Brazil,75.34,0.7650273224043715,Low
Artist,Education,Increasing,Low,30959.56,High School,18,4939,9066,26.32,6.11,Brazil,73.8,83.55942498481474,Low
Bookseller,Healthcare,Decreasing,Moderate,71251.88,Bachelor’s Degree,6,2417,1502,90.81,56.76,China,38.21,-37.85684733140256,Medium
Advice worker,Manufacturing,Decreasing,Low,129883.01,Bachelor’s Degree,20,4779,8549,65.41,29.55,China,62.4,78.8867964009207,Low
Science writer,Finance,Decreasing,Moderate,112701.98,PhD,0,5565,6038,29.63,83.67,Germany,42.83,8.499550763701707,High
Agricultural engineer,Finance,Increasing,Moderate,44817.23,Master’s Degree,6,1319,5313,11.11,98.54,USA,59.02,302.8051554207733,High
Museum education officer,Manufacturing,Increasing,Moderate,33957.87,Associate Degree,19,6089,9503,52.78,76.21,USA,21.34,56.06831992116932,High
Community arts worker,Entertainment,Decreasing,High,38204.7,Bachelor’s Degree,7,6699,2651,79.68,16.2,Canada,59.48,-60.42692939244664,Low
"Journalist, newspaper",Entertainment,Decreasing,Low,95815.39,Master’s Degree,7,2293,9199,41.17,16.58,UK,41.28,301.17749672917574,Low
Retail buyer,Healthcare,Increasing,High,45430.62,High School,8,6362,5411,7.75,60.52,Canada,43.06,-14.948129519019176,Medium
